Index,DLL Path,Suspicious,Signature Info
6006,C:\WINDOWS\SYSTEM32\SettingsEnvironment.Desktop.dll,No,Not checked
6007,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
6008,C:\WINDOWS\SYSTEM32\webauthn.dll,No,Not checked
6009,C:\Windows\System32\InputHost.dll,No,Not checked
6010,C:\WINDOWS\SYSTEM32\dwrite.dll,No,Not checked
6011,C:\WINDOWS\SYSTEM32\TextShaping.dll,No,Not checked
6012,C:\Windows\System32\UiaManager.dll,No,Not checked
6013,C:\Windows\System32\NetworkUXBroker.dll,No,Not checked
6014,C:\WINDOWS\SYSTEM32\wtsapi32.dll,No,Not checked
6015,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
6016,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
6017,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
6018,C:\WINDOWS\SYSTEM32\WINSTA.dll,No,Not checked
6019,C:\Windows\System32\Windows.StateRepositoryPS.dll,No,Not checked
6020,C:\WINDOWS\SYSTEM32\AppXDeploymentClient.dll,No,Not checked
6021,C:\Windows\System32\EthernetMediaManager.dll,No,Not checked
6022,C:\Windows\System32\RasMediaManager.dll,No,Not checked
6023,C:\WINDOWS\SYSTEM32\rasman.dll,No,Not checked
6024,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
6025,C:\Windows\System32\WlanMediaManager.dll,No,Not checked
6026,C:\WINDOWS\SYSTEM32\dot3api.dll,No,Not checked
6027,C:\WINDOWS\SYSTEM32\MobileNetworking.dll,No,Not checked
6028,C:\WINDOWS\SYSTEM32\wlanapi.dll,No,Not checked
6029,C:\WINDOWS\SYSTEM32\WindowManagementAPI.dll,No,Not checked
6030,C:\WINDOWS\System32\npmproxy.dll,No,Not checked
6031,C:\WINDOWS\SYSTEM32\RASAPI32.dll,No,Not checked
6032,C:\WINDOWS\SYSTEM32\rtutils.dll,No,Not checked
6033,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
6034,C:\WINDOWS\SYSTEM32\DSROLE.dll,No,Not checked
6035,C:\WINDOWS\SYSTEM32\windows.ui.core.textinput.dll,No,Not checked
6036,C:\WINDOWS\SYSTEM32\TextInputFramework.dll,No,Not checked
6037,C:\WINDOWS\SYSTEM32\TetheringStation.dll,No,Not checked
6038,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
6039,C:\Windows\System32\Windows.UI.Immersive.dll,No,Not checked
6040,C:\WINDOWS\system32\DataExchange.dll,No,Not checked
6041,C:\Windows\System32\OneCoreCommonProxyStub.dll,No,Not checked
6042,C:\WINDOWS\System32\NSI.dll,No,Not checked
6043,C:\WINDOWS\SYSTEM32\Windows.UI.Xaml.Controls.dll,No,Not checked
6044,C:\WINDOWS\system32\credprovhost.dll,No,Not checked
6045,C:\WINDOWS\SYSTEM32\XmlLite.dll,No,Not checked
6046,C:\WINDOWS\System32\StructuredQuery.dll,No,Not checked
6047,C:\WINDOWS\SYSTEM32\icu.dll,No,Not checked
6048,C:\Windows\System32\Windows.System.Launcher.dll,No,Not checked
6049,C:\WINDOWS\system32\Windows.Storage.Search.dll,No,Not checked
6050,C:\WINDOWS\SYSTEM32\edputil.dll,No,Not checked
6051,C:\Windows\System32\Windows.Web.dll,No,Not checked
6052,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\WsxPackManager.dll,Yes,Signature check failed!
6053,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\VCRUNTIME140_1_APP.dll,Yes,Signature check failed!
6054,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\VCRUNTIME140_APP.dll,Yes,Signature check failed!
6055,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\MSVCP140_APP.dll,Yes,Signature check failed!
6056,C:\Windows\System32\Windows.Globalization.dll,No,Not checked
6057,C:\WINDOWS\SYSTEM32\dcomp.dll,No,Not checked
6058,C:\WINDOWS\SYSTEM32\Microsoft.Internal.WarpPal.dll,No,Not checked
6059,C:\Windows\System32\Windows.Energy.dll,No,Not checked
6060,C:\Windows\System32\Windows.UI.Xaml.Phone.dll,No,Not checked
6061,C:\Windows\System32\twinapi.dll,No,Not checked
6062,C:\Windows\System32\Windows.Graphics.dll,No,Not checked
6063,C:\Windows\System32\PCShellCommonProxyStub.dll,No,Not checked
6064,C:\WINDOWS\system32\directmanipulation.dll,No,Not checked
6065,C:\Windows\System32\vaultcli.dll,No,Not checked
6066,C:\Windows\System32\CapabilityAccessManagerClient.dll,No,Not checked
6067,C:\WINDOWS\SYSTEM32\msftedit.dll,No,Not checked
6068,C:\WINDOWS\SYSTEM32\globinputhost.dll,No,Not checked
6069,C:\Windows\System32\windowscodecs.dll,No,Not checked
6070,C:\Windows\System32\threadpoolwinrt.dll,No,Not checked
6071,C:\WINDOWS\System32\shacct.dll,No,Not checked
6072,C:\WINDOWS\SYSTEM32\SAMLIB.dll,No,Not checked
6073,C:\Windows\System32\SettingsHandlers_nt.dll,No,Not checked
6074,C:\WINDOWS\SYSTEM32\LanguageComponentsInstaller.dll,No,Not checked
6075,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
6076,C:\WINDOWS\SYSTEM32\ServicingUAPI.dll,No,Not checked
6077,C:\WINDOWS\SYSTEM32\ErrorDetailsCore.dll,No,Not checked
6078,C:\WINDOWS\SYSTEM32\cryptsp.dll,No,Not checked
6079,C:\Windows\System32\NetworkMobileSettings.dll,No,Not checked
6080,C:\WINDOWS\SYSTEM32\eappcfg.dll,No,Not checked
6081,C:\WINDOWS\SYSTEM32\nlaapi.dll,No,Not checked
6082,C:\WINDOWS\system32\themeui.dll,No,Not checked
6083,C:\Windows\System32\ActXPrxy.dll,No,Not checked
6084,C:\Windows\System32\aboutsettingshandlers.dll,No,Not checked
6085,C:\WINDOWS\SYSTEM32\wkscli.dll,No,Not checked
6086,C:\WINDOWS\SYSTEM32\dsreg.dll,No,Not checked
6087,C:\WINDOWS\SYSTEM32\WINBRAND.dll,No,Not checked
6088,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy\SystemSettingsExtensions.dll,Yes,Signature check failed!
6089,C:\WINDOWS\SYSTEM32\dwmapi.dll,No,Not checked
6090,C:\WINDOWS\SYSTEM32\dusmapi.dll,No,Not checked
6091,C:\Windows\System32\Windows.Networking.Connectivity.dll,No,Not checked
6092,C:\WINDOWS\SYSTEM32\Windows.Networking.HostName.dll,No,Not checked
6093,C:\WINDOWS\System32\netprofm.dll,No,Not checked
6094,C:\Windows\System32\usoapi.dll,No,Not checked
6095,C:\WINDOWS\SYSTEM32\sxs.dll,No,Not checked
6096,C:\Windows\System32\DAMediaManager.dll,No,Not checked
6097,C:\WINDOWS\SYSTEM32\NcaApi.dll,No,Not checked
6098,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\RulesEngine.dll,Yes,Signature check failed!
6099,C:\WINDOWS\SYSTEM32\DEVOBJ.dll,No,Not checked
6100,C:\WINDOWS\SYSTEM32\DNSAPI.dll,No,Not checked
6101,C:\Windows\System32\UpdatePolicy.dll,No,Not checked
6102,C:\WINDOWS\SYSTEM32\wusys.dll,No,Not checked
6103,C:\WINDOWS\uus\packages\preview\AMD64\uusbrain.dll,Yes,Signature check failed!
6104,C:\Windows\System32\Windows.Security.Authentication.Web.Core.dll,No,Not checked
6105,C:\Windows\UUS\Packages\Preview\AMD64\UpdatePolicyCore.dll,Yes,Signature check failed!
6106,C:\Windows\System32\SettingsHandlers_Devices.dll,No,Not checked
6107,C:\WINDOWS\SYSTEM32\deviceassociation.dll,No,Not checked
6108,C:\Windows\System32\Windows.Devices.Radios.dll,No,Not checked
6109,C:\Windows\System32\Windows.Devices.Enumeration.dll,No,Not checked
6110,C:\WINDOWS\SYSTEM32\bluetoothapis.dll,No,Not checked
6111,C:\Windows\System32\DeviceFlows.DataModel.dll,No,Not checked
6112,C:\Windows\System32\IEProxy.dll,No,Not checked
6113,C:\WINDOWS\System32\MSWB7.dll,No,Not checked
6114,C:\Windows\System32\oobe\oobecoreadapters.dll,No,Not checked
6115,C:\WINDOWS\SYSTEM32\DiagnosticDataSettings.dll,No,Not checked
6116,C:\WINDOWS\SYSTEM32\samcli.dll,No,Not checked
6117,C:\Windows\System32\CloudExperienceHostBroker.dll,No,Not checked
6118,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AccountsService.dll,Yes,Signature check failed!
6119,C:\Windows\System32\oobe\UserOOBE.dll,No,Not checked
6120,C:\WINDOWS\SYSTEM32\credui.dll,No,Not checked
6121,C:\Windows\System32\DevDispItemProvider.dll,No,Not checked
6122,C:\Windows\System32\Windows.Web.Http.dll,No,Not checked
6123,C:\WINDOWS\SYSTEM32\wdscore.dll,No,Not checked
6124,C:\Windows\System32\DDORes.dll,No,Not checked
6125,C:\WINDOWS\SYSTEM32\camext.dll,No,Not checked
6126,C:\Windows\System32\DefaultDeviceManager.dll,No,Not checked
6127,C:\Windows\System32\DeviceDisplayStatusManager.dll,No,Not checked
6128,C:\WINDOWS\system32\BthRadioMedia.dll,No,Not checked
6129,C:\Windows\System32\FunDisc.dll,No,Not checked
6130,C:\WINDOWS\system32\WlanRadioManager.dll,No,Not checked
6131,C:\WINDOWS\System32\FdDevQuery.dll,No,Not checked
6132,C:\WINDOWS\system32\DeviceSetupStatusProvider.dll,No,Not checked
6133,C:\WINDOWS\system32\ElsLad.dll,No,Not checked
6134,C:\Windows\System32\Windows.Devices.Bluetooth.dll,No,Not checked
6135,C:\Windows\System32\Windows.CloudStore.dll,No,Not checked
6136,C:\WINDOWS\SYSTEM32\usermgrcli.dll,No,Not checked
6137,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\ExperienceExtensions.dll,Yes,Signature check failed!
6138,C:\Windows\System32\AppExtension.dll,No,Not checked
6139,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\Microsoft.ReactNative.dll,Yes,Signature check failed!
6140,C:\Windows\System32\Windows.CloudStore.Schema.Shell.dll,No,Not checked
6141,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\WinRTComponents.dll,Yes,Signature check failed!
6142,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\Payments.dll,Yes,Signature check failed!
6143,C:\WINDOWS\SYSTEM32\ncrypt.dll,No,Not checked
6144,C:\WINDOWS\SYSTEM32\NTASN1.dll,No,Not checked
6145,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\Clipboard.dll,Yes,Signature check failed!
6146,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\ux-phui.dll,Yes,Signature check failed!
6147,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\ReactNativeXaml.dll,Yes,Signature check failed!
6148,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\WinRTTurboModule.dll,Yes,Signature check failed!
6149,C:\WINDOWS\system32\NetworkExplorer.dll,No,Not checked
6150,C:\WINDOWS\SYSTEM32\cdp.dll,No,Not checked
6151,C:\WINDOWS\SYSTEM32\WFDSConMgr.dll,No,Not checked
6152,C:\WINDOWS\SYSTEM32\wuceffects.dll,No,Not checked
6153,C:\Windows\System32\thumbcache.dll,No,Not checked
6154,C:\WINDOWS\SYSTEM32\PhotoMetadataHandler.dll,No,Not checked
6155,C:\WINDOWS\SYSTEM32\pfclient.dll,No,Not checked
6156,C:\WINDOWS\SYSTEM32\D3D10Warp.dll,No,Not checked
6157,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\IrisService.dll,Yes,Signature check failed!
6158,C:\WINDOWS\SYSTEM32\DPAPI.dll,No,Not checked
6159,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy\StartMenu.dll,Yes,Signature check failed!
6160,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
6161,C:\Windows\System32\Windows.Security.Authentication.OnlineId.dll,No,Not checked
6162,C:\Windows\System32\Windows.System.UserProfile.DiagnosticsSettings.dll,No,Not checked
6163,C:\WINDOWS\SYSTEM32\WININET.dll,No,Not checked
6164,C:\Windows\System32\Windows.Storage.ApplicationData.dll,No,Not checked
6165,C:\WINDOWS\SYSTEM32\ondemandconnroutehelper.dll,No,Not checked
6166,C:\WINDOWS\system32\mswsock.dll,No,Not checked
6167,C:\WINDOWS\SYSTEM32\firewallapi.dll,No,Not checked
6168,C:\WINDOWS\SYSTEM32\fwbase.dll,No,Not checked
6169,C:\WINDOWS\system32\mssprxy.dll,No,Not checked
6170,C:\WINDOWS\system32\rsaenh.dll,No,Not checked
6171,C:\WINDOWS\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy\hermes.dll,Yes,Signature check failed!
6172,C:\WINDOWS\SYSTEM32\icuuc.dll,No,Not checked
6173,C:\WINDOWS\SYSTEM32\icuin.dll,No,Not checked
6174,C:\Windows\System32\rasadhlp.dll,No,Not checked
6175,C:\WINDOWS\System32\fwpuclnt.dll,No,Not checked
6176,C:\Windows\System32\cryptnet.dll,No,Not checked
6177,C:\Windows\System32\WinRtTracing.dll,No,Not checked
6178,C:\WINDOWS\system32\ncryptsslp.dll,No,Not checked
6179,C:\Windows\System32\certenroll.dll,No,Not checked
6180,C:\WINDOWS\SYSTEM32\certca.dll,No,Not checked
6181,C:\WINDOWS\system32\mlang.dll,No,Not checked
6182,C:\Windows\System32\CryptoWinRT.dll,No,Not checked
6183,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
6184,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
6185,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
6186,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
6187,C:\WINDOWS\System32\combase.dll,No,Not checked
6188,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
6189,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
6190,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
6191,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
6192,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
6193,C:\Windows\System32\UMPDC.dll,No,Not checked
6194,C:\WINDOWS\System32\user32.dll,No,Not checked
6195,C:\WINDOWS\System32\win32u.dll,No,Not checked
6196,C:\WINDOWS\System32\GDI32.dll,No,Not checked
6197,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
6198,C:\WINDOWS\System32\sechost.dll,No,Not checked
6199,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
6200,C:\Windows\System32\windows.internal.shell.broker.dll,No,Not checked
6201,C:\WINDOWS\System32\SHCORE.dll,No,Not checked
6202,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
6203,C:\WINDOWS\System32\shell32.dll,No,Not checked
6204,C:\WINDOWS\System32\wintypes.dll,No,Not checked
6205,C:\WINDOWS\System32\Windows.Storage.dll,No,Not checked
6206,C:\WINDOWS\System32\advapi32.dll,No,Not checked
6207,C:\WINDOWS\System32\ole32.dll,No,Not checked
6208,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
6209,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
6210,C:\WINDOWS\System32\CFGMGR32.dll,No,Not checked
6211,C:\WINDOWS\system32\propsys.dll,No,Not checked
6212,C:\WINDOWS\System32\profapi.dll,No,Not checked
6213,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
6214,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
6215,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
6216,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
6217,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
6218,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
6219,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
6220,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
6221,C:\WINDOWS\System32\combase.dll,No,Not checked
6222,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
6223,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
6224,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
6225,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
6226,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
6227,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
6228,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
6229,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
6230,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
6231,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
6232,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
6233,C:\WINDOWS\System32\shcore.dll,No,Not checked
6234,C:\WINDOWS\System32\sechost.dll,No,Not checked
6235,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
6236,C:\Users\arthur\AppData\Local\Programs\cursor\ffmpeg.dll,Yes,Signature check failed!
6237,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
6238,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
6239,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
6240,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
6241,C:\WINDOWS\System32\USER32.dll,No,Not checked
6242,C:\WINDOWS\System32\win32u.dll,No,Not checked
6243,C:\WINDOWS\System32\GDI32.dll,No,Not checked
6244,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
6245,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
6246,C:\WINDOWS\system32\mswsock.dll,No,Not checked
6247,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
6248,C:\WINDOWS\System32\wintypes.dll,No,Not checked
6249,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
6250,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
6251,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
6252,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
6253,C:\WINDOWS\System32\ole32.dll,No,Not checked
6254,C:\WINDOWS\system32\napinsp.dll,No,Not checked
6255,C:\WINDOWS\SYSTEM32\DNSAPI.dll,No,Not checked
6256,C:\WINDOWS\System32\NSI.dll,No,Not checked
6257,C:\WINDOWS\System32\winrnr.dll,No,Not checked
6258,C:\WINDOWS\system32\nlansp_c.dll,No,Not checked
6259,C:\WINDOWS\system32\wshbth.dll,No,Not checked
6260,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
6261,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
6262,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
6263,C:\Windows\System32\Windows.Globalization.dll,No,Not checked
6264,C:\Windows\System32\Bcp47Langs.dll,No,Not checked
6265,C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3360_none_3e0cc616e3305d09\COMCTL32.dll,No,Not checked
6266,C:\WINDOWS\SYSTEM32\CRYPTBASE.dll,No,Not checked
6267,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
6268,C:\WINDOWS\SYSTEM32\textinputframework.dll,No,Not checked
6269,C:\Windows\System32\Windows.UI.dll,No,Not checked
6270,C:\WINDOWS\SYSTEM32\profapi.dll,No,Not checked
6271,C:\WINDOWS\SYSTEM32\WTSAPI32.dll,No,Not checked
6272,C:\WINDOWS\SYSTEM32\mscms.dll,No,Not checked
6273,C:\WINDOWS\SYSTEM32\WINSTA.dll,No,Not checked
6274,C:\WINDOWS\System32\MMDevApi.dll,No,Not checked
6275,C:\WINDOWS\System32\DEVOBJ.dll,No,Not checked
6276,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
6277,C:\WINDOWS\System32\netprofm.dll,No,Not checked
6278,C:\WINDOWS\System32\npmproxy.dll,No,Not checked
6279,C:\WINDOWS\SYSTEM32\CRYPTSP.dll,No,Not checked
6280,C:\WINDOWS\system32\rsaenh.dll,No,Not checked
6281,C:\WINDOWS\SYSTEM32\gpapi.dll,No,Not checked
6282,C:\Windows\System32\MsSpellCheckingFacility.dll,No,Not checked
6283,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,No,Not checked
6284,C:\Windows\System32\InputHost.dll,No,Not checked
6285,C:\Windows\System32\CoreMessaging.dll,No,Not checked
6286,C:\WINDOWS\SYSTEM32\dwmapi.dll,No,Not checked
6287,C:\WINDOWS\system32\dataexchange.dll,No,Not checked
6288,C:\WINDOWS\system32\twinapi.appcore.dll,No,Not checked
6289,C:\WINDOWS\SYSTEM32\atlthunk.dll,No,Not checked
6290,C:\WINDOWS\system32\directmanipulation.dll,No,Not checked
6291,C:\WINDOWS\SYSTEM32\sxs.dll,No,Not checked
6292,C:\Windows\System32\threadpoolwinrt.dll,No,Not checked
6293,C:\WINDOWS\SYSTEM32\LINKINFO.dll,No,Not checked
6294,C:\WINDOWS\SYSTEM32\PROPSYS.dll,No,Not checked
6295,C:\WINDOWS\SYSTEM32\ntshrui.dll,No,Not checked
6296,C:\WINDOWS\SYSTEM32\srvcli.dll,No,Not checked
6297,C:\WINDOWS\SYSTEM32\cscapi.dll,No,Not checked
6298,C:\WINDOWS\SYSTEM32\policymanager.dll,No,Not checked
6299,C:\WINDOWS\SYSTEM32\msvcp110_win.dll,No,Not checked
6300,C:\WINDOWS\SYSTEM32\bcrypt.dll,No,Not checked
6301,C:\WINDOWS\System32\WTDSENSOR.dll,No,Not checked
6302,C:\WINDOWS\SYSTEM32\CoreUIComponents.dll,No,Not checked
6303,C:\WINDOWS\SYSTEM32\wtdccm.dll,No,Not checked
6304,C:\WINDOWS\SYSTEM32\avrt.dll,No,Not checked
6305,C:\WINDOWS\system32\NInput.dll,No,Not checked
6306,C:\WINDOWS\System32\UIAnimation.dll,No,Not checked
6307,C:\WINDOWS\System32\nlmproxy.dll,No,Not checked
6308,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
6309,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
6310,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
6311,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
6312,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
6313,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
6314,C:\Users\arthur\AppData\Local\Programs\cursor\ffmpeg.dll,Yes,Signature check failed!
6315,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
6316,C:\WINDOWS\System32\combase.dll,No,Not checked
6317,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
6318,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
6319,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
6320,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
6321,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
6322,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
6323,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
6324,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
6325,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
6326,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
6327,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
6328,C:\WINDOWS\System32\shcore.dll,No,Not checked
6329,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
6330,C:\WINDOWS\System32\sechost.dll,No,Not checked
6331,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
6332,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
6333,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
6334,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
6335,C:\WINDOWS\System32\USER32.dll,No,Not checked
6336,C:\WINDOWS\System32\win32u.dll,No,Not checked
6337,C:\WINDOWS\System32\GDI32.dll,No,Not checked
6338,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
6339,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
6340,C:\WINDOWS\system32\mswsock.dll,No,Not checked
6341,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
6342,C:\WINDOWS\System32\wintypes.dll,No,Not checked
6343,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
6344,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
6345,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
6346,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
6347,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
6348,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
6349,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
6350,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
6351,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
6352,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
6353,C:\WINDOWS\System32\combase.dll,No,Not checked
6354,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
6355,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
6356,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
6357,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
6358,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
6359,C:\Users\arthur\AppData\Local\Programs\cursor\ffmpeg.dll,Yes,Signature check failed!
6360,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
6361,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
6362,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
6363,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
6364,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
6365,C:\WINDOWS\System32\shcore.dll,No,Not checked
6366,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
6367,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
6368,C:\WINDOWS\System32\sechost.dll,No,Not checked
6369,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
6370,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
6371,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
6372,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
6373,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
6374,C:\WINDOWS\System32\USER32.dll,No,Not checked
6375,C:\WINDOWS\System32\win32u.dll,No,Not checked
6376,C:\WINDOWS\System32\GDI32.dll,No,Not checked
6377,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
6378,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
6379,C:\WINDOWS\system32\mswsock.dll,No,Not checked
6380,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
6381,C:\WINDOWS\System32\wintypes.dll,No,Not checked
6382,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
6383,C:\WINDOWS\System32\ole32.dll,No,Not checked
6384,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
6385,C:\WINDOWS\SYSTEM32\dxgi.dll,No,Not checked
